anio,municipio_id,municipio_nombre,promocion_efectiva_primaria,promocion_efectiva_secundaria,repitencia_primaria,repitencia_secundaria,reinscripcion_primaria,reinscripcion_secundaria,abandono_interanual_primaria,abandono_interanual_secundaria,alumnos_promovidos_primaria,alumnos_promovidos_secundaria,alumnos_no_promovidos_primaria,alumnos_no_promovidos_secundaria,salidos_sin_pase_primaria,salidos_sin_pase_secundaria,salidos_con_pase_primaria,salidos_con_pase_secundaria,sobreedad_primaria,sobreedad_secundaria,sobreedad_avanzada_primaria,sobreedad_avanzada_secundaria
2014,06329,General Las Heras,98.61,83.43,1.00,11.34,0.00,1.70,0.39,3.53,98.99,82.89,1.01,17.11,0.11,2.16,4.13,4.72,5.45,24.21,1.28,8.58
2015,06329,General Las Heras,99.05,85.06,1.45,11.03,0.00,0.29,-0.50,3.62,98.74,76.43,1.26,23.57,0.05,0.91,5.01,5.46,4.36,24.23,0.67,9.87
2016,06329,General Las Heras,96.77,88.56,2.04,6.44,0.11,0.00,1.08,5.00,98.75,73.35,1.25,26.65,0.16,0.17,2.81,6.69,13.44,23.74,0.91,8.62
2017,06329,General Las Heras,99.35,87.61,2.12,12.06,0.00,1.18,-1.47,-0.84,98.66,85.57,1.34,14.43,0.11,0.44,4.43,4.17,3.47,26.36,0.53,10.60
2018,06329,General Las Heras,94.52,88.87,3.42,7.63,2.54,0.11,-0.47,3.39,98.70,86.09,1.30,13.91,0.00,0.10,3.06,3.03,3.24,24.73,0.65,13.12
2019,06329,General Las Heras,94.79,89.78,4.61,10.86,0.48,2.85,0.12,-3.49,98.11,87.37,1.89,12.63,0.06,0.16,3.76,4.69,4.24,19.76,0.55,9.77
2020,06329,General Las Heras,99.16,101.91,0.48,0.00,0.12,1.70,0.24,-3.61,99.94,98.23,0.06,1.77,0.12,0.00,4.10,3.26,8.89,22.61,0.96,10.74
2021,06329,General Las Heras,100.18,91.98,1.35,6.06,0.00,2.83,-1.53,-0.87,99.83,90.62,0.17,9.38,0.00,0.00,0.60,2.29,3.24,16.60,0.29,7.91
2022,06329,General Las Heras,98.52,84.95,2.28,11.77,0.00,0.05,-0.80,3.23,97.90,84.34,2.10,15.66,0.00,0.00,2.33,4.41,4.78,17.71,0.46,8.59
2012,06336,General Lavalle,102.94,84.41,3.52,15.59,0.00,1.61,-6.46,-1.61,95.24,75.91,4.76,24.09,0.00,2.56,3.74,5.29,18.20,35.22,3.52,15.86
2013,06336,General Lavalle,99.82,83.49,2.02,14.59,0.18,4.55,-2.02,-2.63,98.14,74.29,1.86,25.71,0.00,0.68,4.55,6.14,17.10,33.97,4.60,14.59
2014,06336,General Lavalle,101.13,71.49,0.38,17.56,0.00,0.00,-1.51,10.95,99.62,68.84,0.38,31.16,0.00,0.40,4.09,3.39,11.91,47.11,3.78,20.45
2015,06336,General Lavalle,104.17,77.24,1.90,16.49,0.00,2.30,-6.07,3.97,98.43,78.00,1.57,22.00,0.00,1.66,4.06,3.64,8.35,51.15,1.71,26.72
2016,06336,General Lavalle,96.94,71.40,5.40,20.62,0.00,0.58,-2.34,7.39,96.38,66.47,3.62,33.53,0.00,0.76,3.77,4.78,7.91,51.56,1.44,22.76
2017,06336,General Lavalle,101.07,86.28,0.36,15.79,0.00,3.57,-1.43,-5.64,100.00,80.73,0.00,19.27,0.00,0.00,4.33,4.17,8.41,48.50,1.43,17.48
2018,06336,General Lavalle,102.31,82.15,1.78,13.18,0.36,4.02,-4.45,0.64,98.07,82.78,1.93,17.22,0.23,0.99,6.12,7.65,7.83,39.24,2.49,18.71
2019,06336,General Lavalle,98.98,84.12,1.02,15.09,0.00,3.46,0.00,-2.67,100.00,79.59,0.00,20.41,0.00,0.15,4.82,4.60,4.92,36.25,0.00,14.89
2020,06336,General Lavalle,99.20,97.82,0.32,0.00,0.00,0.00,0.48,2.18,100.00,98.86,0.00,1.14,0.00,0.00,4.58,4.70,2.09,36.51,0.16,14.66
2021,06336,General Lavalle,101.30,89.83,2.27,7.59,0.00,0.00,-3.57,2.58,98.39,88.36,1.61,11.64,0.00,0.00,0.86,3.01,1.79,28.07,0.16,8.65
2022,06336,General Lavalle,100.00,87.39,2.47,7.42,1.55,0.00,-4.02,5.19,97.60,83.97,2.40,16.03,0.00,0.00,2.51,6.19,2.16,26.71,0.15,11.13
2012,06315,General Juan Madariaga,95.58,76.72,4.22,15.82,1.14,0.61,-0.95,6.84,95.40,81.74,4.60,18.26,0.04,2.96,3.82,3.74,14.47,32.41,3.90,14.89
2013,06315,General Juan Madariaga,97.58,77.77,2.07,12.95,0.12,0.58,0.24,8.70,98.72,80.04,1.28,19.96,0.00,4.25,3.26,5.52,13.79,32.97,4.05,15.31
2014,06315,General Juan Madariaga,98.53,80.87,1.35,9.75,0.04,0.16,0.08,9.22,98.53,83.36,1.47,16.64,0.11,3.84,2.91,3.49,11.72,32.09,3.50,13.76
2015,06315,General Juan Madariaga,97.29,83.58,2.87,10.79,0.16,0.13,-0.31,5.50,96.91,76.47,3.09,23.53,0.08,2.10,4.37,4.21,9.65,29.29,2.55,12.50
2016,06315,General Juan Madariaga,97.64,82.76,2.05,10.15,0.00,0.08,0.31,7.01,97.59,80.46,2.41,19.54,0.00,1.59,3.81,4.53,9.84,32.39,2.67,12.36
2017,06315,General Juan Madariaga,96.66,80.52,3.58,13.88,0.04,0.48,-0.28,5.12,97.84,81.07,2.16,18.93,0.08,1.85,2.87,4.88,9.23,24.79,2.55,9.40
2018,06315,General Juan Madariaga,94.50,85.90,4.26,10.27,0.00,0.11,1.24,3.72,97.85,84.87,2.15,15.13,0.27,1.57,3.56,3.15,9.76,25.44,2.27,10.20
2019,06315,General Juan Madariaga,95.22,86.59,3.98,7.32,0.20,0.04,0.60,6.05,98.52,81.83,1.48,18.17,0.04,1.03,4.47,4.23,7.88,23.10,1.83,11.96
2020,06315,General Juan Madariaga,100.08,99.75,0.00,0.04,0.00,0.14,-0.08,0.07,100.00,99.78,0.00,0.22,0.04,0.59,5.00,8.31,6.89,24.11,1.21,11.34
2021,06315,General Juan Madariaga,96.68,90.15,4.11,8.56,0.00,0.24,-0.79,1.05,96.92,89.42,3.08,10.58,0.00,0.34,0.60,2.34,5.57,18.86,1.04,7.61
2022,06315,General Juan Madariaga,99.58,89.99,2.64,6.41,0.00,0.00,-2.23,3.60,97.32,84.30,2.68,15.70,0.00,0.10,3.07,2.60,5.79,18.73,1.22,6.38
2012,06343,General Paz,96.50,80.86,2.08,10.11,0.00,2.14,1.41,6.90,98.63,83.64,1.37,16.36,0.00,1.37,5.97,6.09,5.21,33.92,0.67,13.41
2013,06343,General Paz,100.15,79.53,2.82,11.32,0.15,2.85,-3.11,6.30,99.63,83.58,0.37,16.42,0.63,2.96,7.96,8.60,4.97,34.45,0.82,12.60
2014,06343,General Paz,96.42,74.82,3.07,13.93,0.07,0.74,0.44,10.52,99.18,81.25,0.82,18.75,0.21,0.91,6.20,8.13,4.67,30.90,1.09,8.49
2015,06343,General Paz,96.47,75.95,2.94,16.70,0.29,2.09,0.29,5.26,99.78,83.67,0.22,16.33,0.00,1.18,6.66,6.26,3.97,27.40,0.81,7.35
2016,06343,General Paz,96.57,85.54,2.91,10.87,0.07,1.75,0.45,1.84,99.06,85.24,0.94,14.76,0.51,1.54,5.58,10.06,3.21,20.07,0.60,6.05
2017,06343,General Paz,95.77,76.47,3.15,18.78,0.15,1.93,0.92,2.82,98.77,91.95,1.23,8.05,0.00,0.00,7.86,3.59,3.60,25.79,0.23,9.02
2018,06343,General Paz,96.93,80.34,2.70,15.25,0.00,0.00,0.37,4.41,98.92,81.66,1.08,18.34,0.07,0.00,5.85,1.67,5.62,27.40,0.67,9.13
2019,06343,General Paz,96.49,92.55,2.12,9.42,0.00,0.30,1.39,-2.28,100.00,90.93,0.00,9.07,0.00,2.17,6.35,7.88,3.29,23.10,0.44,6.23
2020,06343,General Paz,100.07,97.30,0.29,0.00,0.00,0.00,-0.36,2.70,100.00,99.15,0.00,0.85,0.00,0.00,6.98,5.42,2.44,16.56,0.00,6.22
2021,06343,General Paz,97.89,98.16,1.83,2.43,0.21,0.22,0.07,-0.81,99.14,80.97,0.86,19.03,0.00,0.35,1.14,5.35,2.04,18.68,0.21,6.03
2022,06343,General Paz,98.01,87.16,1.72,9.22,0.27,3.19,0.00,0.44,98.82,81.20,1.18,18.80,0.07,3.38,7.17,5.70,2.34,24.82,0.00,10.09
2012,06351,General Pinto,93.06,80.83,5.04,11.16,0.00,1.32,1.90,6.69,98.83,83.49,1.17,16.51,0.00,2.95,3.26,8.24,9.59,31.44,1.49,11.16
2013,06351,General Pinto,93.63,82.09,4.38,10.16,0.08,1.01,1.90,6.74,99.16,83.94,0.84,16.06,0.00,4.15,4.08,5.40,11.50,30.48,2.15,11.87
2014,06351,General Pinto,96.29,83.04,2.19,7.94,0.00,1.09,1.52,7.94,99.57,83.80,0.43,16.20,0.00,3.63,3.94,5.21,8.52,29.96,0.84,11.21
2015,06351,General Pinto,98.67,78.33,1.86,12.94,0.00,2.06,-0.53,6.67,99.02,79.62,0.98,20.38,0.00,4.25,4.87,4.88,7.09,23.63,1.33,8.82
2016,06351,General Pinto,92.41,80.18,3.84,13.08,0.00,3.77,3.75,2.97,97.64,77.68,2.36,22.32,0.00,5.88,2.42,5.38,5.54,24.78,0.71,9.32
2017,06351,General Pinto,94.81,76.15,3.70,13.37,0.37,0.20,1.11,10.28,98.60,81.56,1.40,18.44,0.18,6.52,4.68,4.93,6.20,24.25,0.19,10.28
2018,06351,General Pinto,93.90,89.75,3.94,9.75,0.19,2.44,1.97,-1.93,99.34,86.52,0.66,13.48,0.18,2.76,4.01,4.77,5.52,20.51,0.28,7.01
2019,06351,General Pinto,95.42,89.99,4.39,7.31,0.10,0.48,0.10,2.21,97.28,89.80,2.72,10.20,0.55,3.01,4.67,5.91,5.65,20.82,0.49,5.84
2020,06351,General Pinto,99.42,100.28,0.10,0.00,0.00,0.19,0.49,-0.47,100.00,97.87,0.00,2.13,0.00,0.19,4.60,3.60,6.13,23.87,0.29,8.08
2021,06351,General Pinto,95.54,91.40,3.76,4.49,0.20,0.65,0.50,3.46,97.75,93.35,2.25,6.65,0.00,0.52,0.68,1.33,4.55,19.07,0.20,4.86
2022,06351,General Pinto,98.42,92.26,2.28,4.23,0.00,0.27,-0.69,3.24,98.26,93.24,1.74,6.76,0.00,2.19,2.20,3.79,4.65,15.30,0.40,3.96
2012,06357,General Pueyrredón,96.46,81.90,3.00,9.07,0.17,0.88,0.37,8.15,96.96,79.76,3.04,20.24,0.22,1.89,4.43,4.12,14.90,35.14,4.10,14.84
2013,06357,General Pueyrredón,97.74,82.95,2.08,9.34,0.07,0.75,0.11,6.96,98.18,80.05,1.82,19.95,0.17,1.47,4.36,3.42,14.02,34.14,3.84,14.13
2014,06357,General Pueyrredón,96.89,85.39,2.07,8.18,0.14,1.06,0.89,5.36,97.81,82.33,2.19,17.67,0.18,1.10,4.46,3.57,11.32,32.76,3.07,13.03
2015,06357,General Pueyrredón,96.59,85.72,2.60,8.28,0.13,1.30,0.68,4.70,97.42,81.41,2.58,18.59,0.21,0.89,4.73,3.22,10.68,31.76,2.79,12.89
2016,06357,General Pueyrredón,96.35,84.99,3.52,9.39,0.14,1.01,-0.01,4.61,97.08,83.37,2.92,16.63,0.23,0.83,4.30,2.85,10.07,31.36,2.55,12.02
2017,06357,General Pueyrredón,95.94,85.69,3.31,9.41,0.14,0.94,0.60,3.96,97.49,83.95,2.51,16.05,0.19,1.02,3.76,2.83,9.84,28.39,2.32,10.44
2018,06357,General Pueyrredón,95.60,87.94,3.35,8.96,0.13,0.68,0.93,2.42,97.82,84.78,2.18,15.22,0.29,0.68,4.55,2.85,9.21,26.90,2.04,10.15
2019,06357,General Pueyrredón,96.29,89.27,2.95,7.59,0.18,0.51,0.58,2.62,97.80,86.07,2.20,13.93,0.16,0.84,4.04,2.64,8.29,27.63,1.62,10.65
2020,06357,General Pueyrredón,100.06,98.86,0.08,0.02,0.17,0.32,-0.31,0.79,99.97,97.57,0.03,2.43,0.08,0.13,4.34,2.88,7.48,26.55,1.37,9.96
2021,06357,General Pueyrredón,96.91,91.89,2.81,4.38,0.33,0.39,-0.05,3.35,98.22,90.51,1.78,9.49,0.10,0.71,2.00,1.22,5.80,22.79,0.96,8.31
2022,06357,General Pueyrredón,97.88,90.91,2.36,5.63,0.12,0.43,-0.36,3.03,97.81,88.65,2.19,11.35,0.07,0.43,4.12,2.45,5.34,20.93,0.86,6.67
2012,06364,General Rodríguez,99.23,80.53,2.75,8.86,0.57,1.51,-2.55,9.10,97.64,81.52,2.36,18.48,0.42,4.16,5.45,7.33,15.88,38.90,4.69,16.51
2013,06364,General Rodríguez,98.92,78.57,1.91,10.29,0.67,2.04,-1.49,9.11,99.00,79.32,1.00,20.68,0.78,3.76,4.72,6.20,14.28,41.28,3.83,18.27
2014,06364,General Rodríguez,99.51,78.77,1.74,11.59,0.36,1.46,-1.62,8.19,99.02,80.91,0.98,19.09,0.41,2.72,4.68,6.12,11.02,38.71,2.75,15.25
2015,06364,General Rodríguez,98.43,82.09,2.63,9.71,0.13,1.97,-1.20,6.23,98.38,80.48,1.62,19.52,0.30,1.51,5.39,5.27,9.13,37.02,2.31,15.09
2016,06364,General Rodríguez,99.08,81.01,3.44,12.37,0.43,1.10,-2.96,5.52,97.45,78.55,2.55,21.45,0.23,1.37,5.04,6.92,7.85,38.12,1.80,14.98
2017,06364,General Rodríguez,96.29,78.25,3.83,14.00,0.24,1.51,-0.36,6.24,97.83,81.01,2.17,18.99,0.50,1.63,4.23,3.86,7.99,33.12,1.72,12.86
2018,06364,General Rodríguez,96.97,84.88,3.51,11.64,0.04,1.80,-0.52,1.68,98.30,82.62,1.70,17.38,0.21,1.21,5.39,5.06,7.69,30.08,1.72,11.56
2019,06364,General Rodríguez,98.59,83.34,2.70,12.02,0.10,0.38,-1.38,4.26,98.49,84.41,1.51,15.59,0.11,1.08,4.67,4.53,7.04,31.40,1.49,12.60
2020,06364,General Rodríguez,101.62,98.44,0.04,0.03,0.00,0.43,-1.66,1.11,100.00,98.12,0.00,1.88,0.13,0.23,3.87,3.41,5.85,30.26,1.14,11.06
2021,06364,General Rodríguez,98.31,90.76,2.38,7.40,0.01,0.78,-0.70,1.06,99.07,92.89,0.93,7.11,0.12,0.14,1.65,1.40,4.63,22.84,0.79,7.36
2022,06364,General Rodríguez,98.95,89.38,1.88,8.18,0.00,0.63,-0.84,1.82,98.32,87.38,1.68,12.62,0.30,0.05,3.04,2.47,4.25,25.31,0.74,8.35
2012,06371,General San Martín,97.18,81.10,2.00,9.66,0.31,1.31,0.51,7.93,97.97,77.83,2.03,22.17,0.69,2.62,3.67,2.86,13.49,40.22,3.67,18.05
2013,06371,General San Martín,97.60,82.84,1.36,9.03,0.14,1.82,0.90,6.31,98.71,79.94,1.29,20.06,0.73,1.74,3.20,3.43,11.30,34.83,3.05,14.57
2014,06371,General San Martín,97.34,83.98,1.50,8.73,0.10,1.11,1.05,6.17,98.48,81.25,1.52,18.75,0.46,1.03,3.25,3.07,9.43,34.19,2.47,14.46
2015,06371,General San Martín,96.81,84.84,2.46,8.42,0.11,1.50,0.61,5.24,97.47,81.45,2.53,18.55,0.49,1.51,3.52,3.34,8.68,33.63,2.13,14.70
2016,06371,General San Martín,94.90,82.68,3.77,10.89,0.21,1.83,1.12,4.59,97.01,77.51,2.99,22.49,0.52,1.26,3.03,2.45,8.68,29.51,2.14,12.80
2017,06371,General San Martín,94.11,83.20,4.72,10.93,0.16,1.79,1.01,4.07,96.93,79.71,3.07,20.29,0.67,1.40,3.00,2.91,8.07,31.97,1.97,12.48
2018,06371,General San Martín,95.17,86.29,3.85,9.32,0.13,0.78,0.86,3.60,97.56,84.85,2.44,15.15,0.47,0.67,3.41,3.20,8.41,27.65,2.19,10.56
2019,06371,General San Martín,94.29,86.62,4.29,9.79,0.19,1.25,1.23,2.34,96.80,84.12,3.20,15.88,0.34,0.50,2.65,2.93,7.91,30.12,1.86,12.85
2020,06371,General San Martín,98.59,99.12,0.08,0.02,0.01,0.26,1.32,0.60,99.95,98.18,0.05,1.82,0.09,0.07,3.35,2.42,8.36,28.17,2.16,11.24
2021,06371,General San Martín,95.31,91.42,3.79,6.57,0.07,0.68,0.83,1.33,96.64,88.79,3.36,11.21,0.20,0.33,1.26,0.92,6.09,22.48,1.64,8.01
2022,06371,General San Martín,93.92,88.86,4.24,7.49,0.04,0.34,1.80,3.30,96.16,86.09,3.84,13.91,0.20,0.37,2.50,2.43,7.94,23.17,1.86,8.19
2012,06385,General Viamonte,93.88,76.72,5.61,14.23,0.23,2.82,0.29,6.23,97.17,75.00,2.83,25.00,0.28,5.09,5.00,6.48,11.78,39.67,2.52,18.62
2013,06385,General Viamonte,97.55,83.03,1.87,8.71,0.00,1.94,0.58,6.32,99.17,82.07,0.83,17.93,0.28,5.21,4.03,4.38,10.84,33.55,2.33,13.23
2014,06385,General Viamonte,95.85,81.60,2.81,11.52,0.00,1.22,1.34,5.66,98.46,77.72,1.54,22.28,0.22,4.92,3.97,5.15,6.72,32.88,1.58,14.54
2015,06385,General Viamonte,97.74,79.96,2.14,8.69,0.00,0.84,0.12,10.51,98.51,80.14,1.49,19.86,0.12,4.98,5.26,4.49,8.64,31.45,1.67,11.61
2016,06385,General Viamonte,96.19,81.49,4.23,9.19,0.06,0.74,-0.48,8.58,96.84,81.05,3.16,18.95,0.35,5.35,2.89,5.29,8.53,27.05,1.81,10.37
2017,06385,General Viamonte,92.13,86.07,5.70,10.71,0.00,0.39,2.17,2.83,96.34,82.61,3.66,17.39,0.11,3.26,2.88,4.65,8.52,24.64,1.47,8.94
2018,06385,General Viamonte,91.45,86.59,5.38,7.50,0.00,0.43,3.17,5.47,98.11,84.97,1.89,15.03,0.63,3.16,3.20,4.37,8.00,29.21,0.96,12.05
2019,06385,General Viamonte,93.71,85.86,5.16,8.75,0.06,1.67,1.08,3.72,98.07,84.74,1.93,15.26,0.29,3.36,5.71,4.19,7.97,28.94,0.84,9.75
2020,06385,General Viamonte,100.18,103.48,0.30,0.00,0.24,0.06,-0.72,-3.54,100.00,98.72,0.00,1.28,0.12,0.18,4.27,3.72,6.50,21.70,0.42,9.36
2021,06385,General Viamonte,95.20,87.79,3.70,6.54,0.06,2.75,1.04,2.92,98.08,89.98,1.92,10.02,0.00,1.61,2.18,0.96,5.44,23.13,0.17,8.24
2022,06385,General Viamonte,96.88,87.52,3.75,6.96,0.06,0.30,-0.68,5.22,97.95,88.64,2.05,11.36,0.00,0.46,3.27,4.42,4.66,18.43,0.28,5.52
2012,06392,General Villegas,95.63,81.26,3.64,11.49,0.09,1.82,0.65,5.42,98.58,80.01,1.42,19.99,0.03,2.93,5.27,2.93,13.61,35.58,2.72,13.38
2013,06392,General Villegas,97.66,77.07,2.20,12.70,0.00,1.80,0.15,8.42,99.41,78.54,0.59,21.46,0.06,2.05,4.92,4.36,10.61,31.68,2.11,12.27
2014,06392,General Villegas,97.38,75.73,2.10,10.99,0.17,0.95,0.35,12.33,98.95,82.04,1.05,17.96,0.22,2.62,4.24,3.48,8.88,35.39,1.67,13.86
2015,06392,General Villegas,96.49,80.25,2.58,11.50,0.17,2.59,0.75,5.67,97.29,79.28,2.71,20.72,0.39,1.36,4.14,4.03,6.72,33.48,1.01,14.76
2016,06392,General Villegas,94.52,77.16,3.63,13.92,0.21,2.22,1.64,6.70,98.19,80.54,1.81,19.46,0.17,2.59,4.26,3.38,7.03,34.47,0.82,14.34
2017,06392,General Villegas,93.60,79.37,4.85,13.79,0.12,2.60,1.43,4.24,96.84,84.91,3.16,15.09,0.51,2.56,3.86,3.11,5.15,35.28,0.45,14.95
2018,06392,General Villegas,94.71,80.79,3.97,12.41,0.09,1.92,1.23,4.88,97.55,81.81,2.45,18.19,0.06,1.66,5.78,2.36,6.70,31.21,0.60,14.16
2019,06392,General Villegas,94.52,85.54,4.49,7.99,0.00,0.30,0.99,6.16,97.95,92.96,2.05,7.04,0.12,2.61,5.11,3.88,5.96,31.76,0.75,13.07
2020,06392,General Villegas,99.61,95.68,0.15,0.03,0.42,0.61,-0.18,3.68,99.94,98.69,0.06,1.31,0.03,0.38,3.60,3.63,6.05,17.48,0.60,6.94
2021,06392,General Villegas,95.95,90.88,2.96,4.61,0.06,0.13,1.03,4.38,99.21,95.34,0.79,4.66,0.03,0.28,1.08,0.63,5.38,24.29,0.39,7.32
2022,06392,General Villegas,96.02,91.76,2.53,5.46,0.06,0.51,1.39,2.27,97.64,92.05,2.36,7.95,0.00,0.19,2.97,2.36,3.36,17.47,0.31,4.77
2012,06014,Adolfo Gonzales Chaves,97.18,82.78,1.99,9.31,0.58,3.78,0.25,4.13,98.50,81.38,1.50,18.62,0.16,2.16,3.08,3.93,5.73,28.73,1.08,8.88
2013,06014,Adolfo Gonzales Chaves,99.66,78.52,1.28,12.52,0.43,3.11,-1.37,5.85,99.24,78.61,0.76,21.39,0.33,3.09,4.46,4.11,4.53,25.41,0.68,8.04
2014,06014,Adolfo Gonzales Chaves,97.05,81.45,1.01,9.95,0.17,4.62,1.77,3.98,99.40,85.22,0.60,14.78,0.58,3.24,3.34,3.98,4.05,29.05,0.67,9.14
2015,06014,Adolfo Gonzales Chaves,93.95,83.39,1.58,10.69,0.35,2.21,4.12,3.71,98.93,83.26,1.07,16.74,0.60,0.69,3.14,4.90,3.60,25.44,0.88,8.30
2016,06014,Adolfo Gonzales Chaves,98.23,86.54,2.75,10.11,0.35,2.46,-1.33,0.88,98.52,84.50,1.48,15.50,0.00,2.65,3.66,5.44,3.64,24.89,0.35,10.29
2017,06014,Adolfo Gonzales Chaves,96.53,81.70,1.96,14.04,1.07,6.35,0.45,-2.09,99.53,87.72,0.47,12.28,0.00,1.86,1.87,3.59,4.61,25.48,0.18,10.61
2018,06014,Adolfo Gonzales Chaves,98.92,88.36,1.26,8.11,0.54,4.26,-0.72,-0.74,99.90,89.32,0.10,10.68,0.00,1.66,4.55,2.67,4.50,23.67,0.27,9.39
2019,06014,Adolfo Gonzales Chaves,95.40,82.62,2.17,12.01,0.17,6.97,2.25,-1.60,99.52,86.75,0.48,13.25,0.00,0.69,2.62,5.40,2.34,21.33,0.09,8.02
2020,06014,Adolfo Gonzales Chaves,99.47,97.09,0.44,0.33,0.44,0.50,-0.35,2.08,99.56,98.64,0.44,1.36,0.09,0.00,4.62,2.93,4.56,28.54,0.18,11.23
2021,06014,Adolfo Gonzales Chaves,98.29,89.00,1.79,8.52,0.00,0.08,-0.09,2.40,98.88,88.04,1.12,11.96,0.00,0.00,1.22,1.26,1.71,17.54,0.00,6.45
2022,06014,Adolfo Gonzales Chaves,97.69,95.30,1.45,2.97,0.09,0.41,0.77,1.32,98.88,89.72,1.12,10.28,0.00,0.00,3.97,2.55,1.80,18.62,0.00,7.50
2012,06399,Guaminí,98.05,83.73,2.63,9.80,0.34,1.88,-1.02,4.59,97.96,86.20,2.04,13.80,0.00,4.16,3.77,5.85,10.20,25.76,1.10,9.38
2013,06399,Guaminí,99.16,90.05,1.35,4.08,1.10,1.15,-1.60,4.71,98.70,94.54,1.30,5.46,0.08,2.88,3.21,3.15,9.52,22.51,1.10,8.69
2014,06399,Guaminí,94.60,88.18,2.23,4.55,0.17,0.20,3.00,7.07,98.95,91.05,1.05,8.95,0.00,2.74,4.85,2.88,9.60,24.04,1.63,9.09
2015,06399,Guaminí,97.09,90.53,2.12,3.42,0.09,1.01,0.71,5.04,98.47,92.29,1.53,7.71,0.00,1.99,5.61,4.40,5.82,20.85,0.44,5.24
2016,06399,Guaminí,94.07,85.04,3.15,9.09,0.00,0.59,2.78,5.28,98.47,88.54,1.53,11.46,0.00,2.11,4.87,2.49,4.35,21.51,0.74,7.04
2017,06399,Guaminí,94.60,82.66,4.27,10.17,0.00,0.00,1.14,7.17,98.37,90.66,1.63,9.34,0.00,3.55,5.24,3.54,5.21,20.54,0.76,7.95
2018,06399,Guaminí,93.20,89.46,4.21,8.12,0.38,0.10,2.20,2.32,98.05,92.91,1.95,7.09,0.00,1.81,4.31,3.84,6.23,17.25,0.96,6.63
2019,06399,Guaminí,94.69,87.38,4.34,11.18,0.10,0.29,0.87,1.16,98.24,93.03,1.76,6.97,0.00,1.58,4.73,2.95,5.89,16.18,0.68,6.17
2020,06399,Guaminí,99.15,97.69,0.75,0.29,0.00,0.00,0.09,2.02,100.00,97.91,0.00,2.09,0.00,0.39,4.21,3.72,5.85,17.90,0.94,8.28
2021,06399,Guaminí,95.93,93.28,3.22,4.76,0.47,0.00,0.38,1.96,98.77,92.59,1.23,7.41,0.00,0.92,2.67,1.17,3.69,19.14,0.19,5.42
2022,06399,Guaminí,96.05,91.78,2.63,4.64,1.69,0.00,-0.38,3.58,98.30,89.30,1.70,10.70,0.00,1.13,1.76,1.85,4.14,13.06,0.38,5.22
2012,06406,Hipólito Yrigoyen,93.44,68.71,3.02,19.80,0.00,0.68,3.54,10.81,96.24,73.12,3.76,26.88,0.60,7.26,3.40,6.99,9.27,44.14,2.60,19.57
2013,06406,Hipólito Yrigoyen,98.39,71.12,1.40,17.45,0.00,0.36,0.22,11.07,98.16,76.85,1.84,23.15,0.73,5.18,5.54,5.17,11.08,37.18,2.69,18.05
2014,06406,Hipólito Yrigoyen,96.18,67.96,2.23,15.96,0.00,0.23,1.59,15.85,97.61,78.74,2.39,21.26,0.63,8.14,3.01,7.41,9.65,36.74,1.91,19.01
2015,06406,Hipólito Yrigoyen,96.68,80.34,2.10,10.07,0.33,0.74,0.89,8.85,97.48,82.05,2.52,17.95,0.43,3.70,3.44,7.34,6.95,31.57,2.32,16.34
2016,06406,Hipólito Yrigoyen,95.28,76.33,3.65,12.70,0.21,0.25,0.86,10.73,96.76,79.54,3.24,20.46,0.10,4.41,4.88,7.40,6.87,34.65,1.72,13.44
2017,06406,Hipólito Yrigoyen,91.68,85.29,5.12,11.76,0.00,1.79,3.20,1.15,96.09,88.47,3.91,11.53,0.62,2.09,3.23,4.53,7.68,27.88,1.92,11.64
2018,06406,Hipólito Yrigoyen,95.93,83.46,4.95,12.92,0.11,2.07,-0.99,1.55,98.02,91.27,1.98,8.73,0.00,5.33,4.14,6.03,7.58,27.39,1.54,10.59
2019,06406,Hipólito Yrigoyen,94.04,79.86,4.88,12.36,0.43,0.23,0.65,7.55,98.27,88.86,1.73,11.14,0.10,3.53,3.29,7.07,8.02,28.49,1.08,11.21
2020,06406,Hipólito Yrigoyen,100.11,96.72,0.00,0.11,0.11,0.45,-0.22,2.71,100.00,100.00,0.00,0.00,0.11,0.12,4.24,5.57,7.58,31.64,0.97,11.86
2021,06406,Hipólito Yrigoyen,90.88,86.20,5.94,5.27,0.53,0.11,2.65,8.42,99.03,91.34,0.97,8.66,0.00,3.65,2.03,2.25,4.98,10.66,0.85,3.48
2022,06406,Hipólito Yrigoyen,94.68,89.76,3.66,4.78,0.22,0.34,1.44,5.12,98.64,91.50,1.36,8.50,0.86,0.80,2.51,5.54,7.10,20.36,0.33,5.57
2012,06408,Hurlingham,97.82,80.75,1.72,11.60,0.18,0.74,0.28,6.92,98.25,77.02,1.75,22.98,0.07,1.95,3.43,3.44,10.76,39.28,2.66,16.42
2013,06408,Hurlingham,97.62,84.93,1.04,8.66,0.25,1.84,1.09,4.58,98.86,78.89,1.14,21.11,0.17,1.36,3.01,4.17,8.30,34.53,1.90,15.41
2014,06408,Hurlingham,97.78,79.41,1.36,7.76,0.05,2.10,0.81,10.73,98.62,80.60,1.38,19.40,0.15,0.86,2.60,3.54,7.67,34.34,1.79,14.36
2015,06408,Hurlingham,96.39,82.79,2.76,10.63,0.07,1.79,0.78,4.78,97.64,78.61,2.36,21.39,0.14,1.02,3.44,3.06,6.55,33.63,1.28,14.35
